iris_id,commune_name,place_in_commune,taux_bas_revenus_pct,revenu_q1_eur,revenu_median_eur,revenu_q3_eur,revenu_d1_eur,revenu_d9_eur,part_revenus_activite_pct,part_pensions_pct,part_revenus_patrimoine_pct,part_prestations_sociales_pct,part_prestations_familiales_pct,part_minima_sociaux_pct,part_prestations_logement_pct,part_impots_pct
514540601,Reims,Barbâtre Nord,15.0,17820.0,26170.0,38410.0,11280.0,57340.0,84.8,22.9,11.4,3.7,0.6,1.9,1.2,-22.8
514540602,Reims,Barbâtre Sud,15.0,17520.0,24850.0,33420.0,11300.0,47220.0,81.3,23.9,9.2,4.6,0.8,2.2,1.6,-19.0
514540701,Reims,Sainte-Anne,29.0,13050.0,19310.0,26700.0,9740.0,36050.0,75.4,21.4,7.9,10.2,2.9,4.7,2.6,-14.9
514540801,Reims,Courlancy-Nord,16.0,16640.0,21830.0,28250.0,12090.0,36750.0,72.3,31.5,6.1,5.7,1.5,2.6,1.6,-15.6
514541001,Reims,Clairmarais,17.0,16030.0,21450.0,28250.0,11540.0,37570.0,87.6,16.2,6.0,7.0,2.0,3.2,1.8,-16.8
514541101,Reims,Mont d'Arène Ouest,22.0,14790.0,20320.0,27790.0,10220.0,37940.0,77.4,22.3,5.9,9.4,2.0,5.2,2.2,-15.0
514541102,Reims,Mont d'Arène Est,18.0,15620.0,21250.0,28590.0,11050.0,36820.0,89.6,15.9,3.2,6.9,1.2,3.6,2.1,-15.6
514541201,Reims,Laon Sud-Ouest,17.0,15820.0,22060.0,29420.0,11010.0,40340.0,81.6,21.6,6.8,6.0,1.4,2.8,1.8,-16.0
514541202,Reims,Laon Sud-Est,19.0,15580.0,21740.0,28700.0,10740.0,38020.0,81.9,20.6,6.5,7.1,1.6,3.5,2.0,-16.1
514541301,Reims,Lesage,17.0,16260.0,22540.0,31970.0,10580.0,42530.0,85.9,21.1,4.9,6.1,1.2,3.1,1.8,-18.0
514541501,Reims,Jamin-Sud-Ouest,19.0,14800.0,20310.0,28700.0,11650.0,41310.0,79.0,24.3,5.9,7.7,1.5,4.0,2.2,-16.9
514541502,Reims,Jamin-Nord-Est,15.0,17320.0,23390.0,32160.0,12030.0,45120.0,83.8,23.9,6.8,5.6,1.0,3.0,1.6,-20.1
514541601,Reims,Cernay Sud,14.0,17390.0,24530.0,33450.0,11650.0,46000.0,78.9,25.6,10.1,4.8,0.9,2.5,1.4,-19.4
514541602,Reims,Cernay-Centre,15.0,16730.0,23060.0,31070.0,11410.0,43260.0,84.8,19.3,7.2,5.8,1.3,2.9,1.6,-17.1
514541603,Reims,Cernay Est,22.0,14390.0,19160.0,24560.0,11320.0,30510.0,78.0,20.9,2.9,10.5,3.4,4.6,2.5,-12.3
514541701,Reims,Coutures Sud,14.0,17340.0,23950.0,32700.0,12770.0,46570.0,77.1,28.8,10.8,4.4,1.3,2.0,1.1,-21.1
514541702,Reims,Coutures Nord-Ouest,7.0,20440.0,26500.0,33040.0,15820.0,41780.0,61.0,47.1,8.4,2.6,0.7,1.3,0.6,-19.1
514541703,Reims,Coutures Nord-Est,8.0,20170.0,26940.0,35560.0,14580.0,49430.0,75.9,31.2,8.3,3.1,1.0,1.3,0.8,-18.5
514541801,Reims,Saint-Rémi Ouest,18.0,15520.0,21920.0,28990.0,11490.0,36750.0,65.3,37.2,5.4,6.8,2.1,3.2,1.5,-14.7
514541802,Reims,Saint-Rémi Nord Est et Sud,19.0,15530.0,20840.0,27520.0,10830.0,34710.0,65.0,36.0,5.5,7.6,1.2,4.2,2.2,-14.1
514541901,Reims,Parc de Vesle Nord,35.0,12110.0,16710.0,22270.0,8970.0,29850.0,59.8,31.5,2.9,15.9,3.3,9.0,3.6,-10.1
514542001,Reims,Case Fayère,35.0,11990.0,16930.0,23080.0,8940.0,29600.0,66.6,25.8,4.3,14.9,3.5,7.7,3.7,-11.6
514542101,Reims,Wilson Nord,47.0,11520.0,14150.0,17980.0,8910.0,22510.0,62.8,18.0,1.1,26.1,8.1,11.4,6.6,-8.0
514542102,Reims,Wilson Sud,41.0,11960.0,15440.0,21040.0,9110.0,25870.0,64.4,20.6,4.1,20.4,6.9,8.4,5.1,-9.5
514542201,Reims,Mulhouse François d'Or,19.0,15360.0,21850.0,31080.0,11060.0,40090.0,76.0,28.0,5.8,6.7,1.5,3.4,1.8,-16.5
514542301,Reims,Cité Jardin Charles Arnould,7.0,19260.0,25020.0,31280.0,14820.0,40270.0,74.1,32.7,5.2,3.6,1.3,1.6,0.7,-15.6
514542401,Reims,Laon Nord-Ouest,24.0,14200.0,19380.0,25360.0,10550.0,32140.0,71.7,27.9,3.3,10.1,2.3,5.5,2.3,-13.0
514542402,Reims,Laon Nord-Est,15.0,16720.0,22810.0,30730.0,12380.0,40050.0,81.1,25.2,5.3,5.3,1.8,2.2,1.3,-16.9
514542501,Reims,Neufchatel Ouest,17.0,15910.0,22740.0,29870.0,11470.0,38880.0,76.8,28.1,5.4,5.7,1.7,2.7,1.3,-16.0
514542502,Reims,Neufchatel Nord-Est,23.0,14030.0,19200.0,24400.0,10170.0,30460.0,66.2,30.8,4.0,11.5,4.1,4.9,2.5,-12.5
514542503,Reims,Neufchatel Sud Est,19.0,15430.0,20530.0,26130.0,11460.0,32340.0,79.4,20.9,3.2,9.8,2.7,5.0,2.1,-13.3
514542701,Reims,Tunisie Sud-Ouest,26.0,13720.0,19220.0,25770.0,10170.0,34270.0,69.2,28.0,4.9,11.2,3.2,5.2,2.8,-13.3
514542702,Reims,Tunisie Centre,21.0,15140.0,20780.0,26900.0,10760.0,33390.0,72.2,28.2,4.3,8.7,2.6,4.2,1.9,-13.4
514542801,Reims,Pommery,31.0,12850.0,17780.0,24420.0,9300.0,29810.0,75.9,17.5,2.9,15.0,3.7,8.0,3.3,-11.3
514542901,Reims,Cité Jardin Chemin Vert,25.0,13920.0,17930.0,22470.0,10460.0,27230.0,58.5,37.1,1.8,11.8,2.7,6.4,2.7,-9.2
514543001,Reims,Maison de Champagne,13.0,16520.0,22190.0,28200.0,12490.0,35490.0,82.3,23.1,4.3,6.5,2.0,3.1,1.4,-16.2
514543101,Reims,Châtillons Nord-Est,45.0,11220.0,14850.0,20100.0,8970.0,26520.0,51.8,32.0,2.1,23.0,5.2,12.2,5.6,-8.9
514543102,Reims,Châtillons Centre,54.0,10520.0,13430.0,17320.0,8460.0,21570.0,49.1,26.7,1.2,29.6,8.5,13.7,7.4,-6.6
514543103,Reims,Châtillons Sud,35.0,12690.0,16430.0,22100.0,9870.0,27090.0,54.0,38.2,3.1,14.5,4.9,6.3,3.3,-9.8
514543201,Reims,Murigny Nord-Nord-Ouest,26.0,13740.0,17520.0,21760.0,10440.0,25430.0,70.9,25.1,1.5,12.2,3.1,6.3,2.8,-9.7
514543202,Reims,Murigny Nord-Sud-Est,13.0,17140.0,22430.0,27890.0,12660.0,35630.0,66.8,36.9,3.6,6.5,1.8,3.5,1.2,-13.8
514543401,Reims,Cité Jardin Maison Blanche,23.0,14660.0,19610.0,25030.0,10620.0,30720.0,67.7,31.9,2.3,9.7,3.0,4.7,2.0,-11.6
514543501,Reims,Maison Blanche Grand Ensemble,41.0,11610.0,15480.0,20160.0,8920.0,25270.0,52.6,35.1,1.8,19.2,2.9,11.6,4.7,-8.7
514543601,Reims,Croix Rouge Université Nord-Ouest,15.0,18380.0,25410.0,33790.0,12270.0,40690.0,61.4,44.6,5.6,4.3,1.7,1.8,0.8,-15.9
514543602,Reims,Croix Rouge Université Sud-Ouest et Est,41.0,11180.0,16340.0,23450.0,8820.0,30020.0,55.4,35.5,4.0,16.5,6.2,6.9,3.4,-11.4
514543603,Reims,Croix Rouge Université Centre-Est,54.0,10220.0,13220.0,18380.0,8060.0,23620.0,57.2,23.6,1.6,25.8,6.7,13.6,5.5,-8.2
514543801,Reims,Trois Fontaines,25.0,13720.0,19390.0,25580.0,10420.0,32700.0,69.9,27.5,4.1,11.1,3.5,5.2,2.4,-12.6
514543901,Reims,Orgeval Ouest,45.0,10920.0,14590.0,19060.0,8710.0,24250.0,56.9,28.0,2.0,21.5,6.0,10.4,5.1,-8.4
514543902,Reims,Orgeval Nord-Est,35.0,12160.0,16630.0,21820.0,9640.0,27450.0,60.4,29.8,3.0,16.9,5.3,8.1,3.5,-10.1
514544001,Reims,Épinettes Sud,29.0,13330.0,17790.0,23920.0,10060.0,29740.0,72.5,22.4,2.6,13.9,5.6,5.6,2.7,-11.4
514544101,Reims,Europe Sud-Ouest,43.0,11310.0,15350.0,21510.0,8910.0,28300.0,52.0,34.0,3.2,20.3,5.7,9.6,5.0,-9.5
514544102,Reims,Europe Nord-Est,30.0,13050.0,18140.0,24250.0,9790.0,30720.0,57.0,37.6,4.0,13.3,4.3,5.8,3.2,-11.9
514544301,Reims,Verrerie,27.0,13560.0,18310.0,24380.0,9620.0,31690.0,67.4,28.6,3.4,12.7,2.7,6.8,3.2,-12.1
514544501,Reims,Murigny Sud-Ouest,17.0,15460.0,20110.0,26170.0,12040.0,32600.0,69.9,30.9,3.5,8.6,2.8,3.9,1.9,-12.9
514544502,Reims,Murigny Sud-Centre,21.0,14840.0,19620.0,25320.0,11530.0,32330.0,74.0,26.3,2.5,10.1,3.2,4.4,2.5,-12.9
514544503,Reims,Murigny Sud-Est,9.0,18960.0,25020.0,31320.0,14230.0,39750.0,67.9,39.7,4.8,4.2,2.1,1.5,0.6,-16.6
514544601,Reims,Croix du Sud Nord-Est,45.0,10740.0,14830.0,20430.0,8640.0,25820.0,59.6,23.2,2.1,24.3,7.4,11.3,5.6,-9.2
514544602,Reims,Croix du Sud Sud-Ouest,65.0,9750.0,11960.0,15770.0,7690.0,19540.0,48.6,16.3,1.0,40.0,11.0,19.5,9.5,-5.9
514544603,Reims,Croix du Sud Sud-Est,35.0,12490.0,16360.0,20560.0,9440.0,24790.0,65.7,26.4,1.5,15.6,3.2,8.5,3.9,-9.2
514544701,Reims,Pays de France Nord-Ouest et Sud,33.0,12450.0,16790.0,25700.0,9740.0,32120.0,60.8,34.9,3.0,13.9,4.8,6.1,3.0,-12.6
514544702,Reims,Pays de France Centre,65.0,9860.0,12400.0,15810.0,7720.0,21330.0,54.3,15.2,1.0,36.0,10.3,17.4,8.3,-6.5
514544801,Reims,La Neuvillette Habitat,17.0,16300.0,22820.0,28830.0,11770.0,36140.0,68.5,33.0,5.9,6.8,2.5,3.1,1.2,-14.2
515060101,Saint-Memmie,Périphérie,6.0,19630.0,25100.0,30860.0,15380.0,41250.0,66.6,39.2,7.8,3.1,1.5,1.1,0.5,-16.7
515060102,Saint-Memmie,Centre,29.0,13300.0,16940.0,21050.0,10770.0,24690.0,66.1,27.3,1.5,14.2,4.2,7.0,3.0,-9.1
515070101,Sainte-Menehould,Centre Est,23.0,14050.0,18800.0,23920.0,10820.0,29210.0,50.5,45.4,6.0,9.1,2.1,5.0,2.0,-11.0
515070102,Sainte-Menehould,Centre O-S-E-N,14.0,16330.0,21430.0,27300.0,12590.0,35990.0,64.9,34.8,7.1,7.1,1.8,3.8,1.5,-13.9
515350101,Sézanne,Nord-Ouest-Centre,13.0,17080.0,22770.0,29870.0,12600.0,40230.0,68.4,31.1,10.9,5.5,1.6,2.8,1.1,-15.9
515350102,Sézanne,Est-Sud-Centre,21.0,14710.0,20040.0,25950.0,11270.0,33110.0,58.4,38.4,7.7,8.3,2.2,4.2,1.9,-12.8
515730101,Tinqueux,Muire,5.0,19900.0,24500.0,32490.0,15440.0,40730.0,75.7,30.7,7.0,3.3,1.2,1.5,0.6,-16.7
515730102,Tinqueux,Haubette,7.0,19620.0,25010.0,32280.0,15180.0,42100.0,72.1,34.6,7.5,3.4,1.6,1.2,0.6,-17.6
515730201,Tinqueux,Champ Paveau,9.0,19180.0,24370.0,30380.0,14190.0,38190.0,67.8,39.0,5.0,4.3,1.9,1.7,0.7,-16.1
515730202,Tinqueux,Croix Cordier,15.0,15910.0,20670.0,26950.0,12610.0,33820.0,67.0,34.2,5.0,7.3,2.6,3.2,1.5,-13.5
516490101,Vitry-le-François,Hamois,25.0,14110.0,18720.0,23920.0,10310.0,30070.0,58.2,36.1,6.8,10.7,3.3,5.2,2.2,-11.8
516490201,Vitry-le-François,Centre,24.0,14180.0,19380.0,24790.0,10310.0,33310.0,60.5,35.4,7.1,9.7,2.1,5.1,2.5,-12.7
516490202,Vitry-le-François,Fauvarge,43.0,11370.0,15020.0,20380.0,8800.0,26440.0,47.3,40.5,5.8,16.6,2.7,9.8,4.1,-10.2
516490301,Vitry-le-François,Rome,45.0,11210.0,14470.0,18980.0,8850.0,24080.0,48.6,34.0,2.0,23.0,5.0,12.8,5.2,-7.6
516490303,Vitry-le-François,Citadelle,15.0,15940.0,21290.0,27570.0,12550.0,38840.0,67.7,35.1,8.8,6.2,1.7,3.2,1.3,-17.8
521210101,Chaumont,Faubourgs Nord-Est,13.0,16910.0,22670.0,29160.0,12840.0,38160.0,58.5,33.6,20.4,4.6,1.3,2.3,1.0,-17.1
521210102,Chaumont,Faubourgs Sud-Est,9.0,19240.0,25100.0,31270.0,14570.0,41370.0,66.0,38.6,8.5,3.7,1.1,1.9,0.7,-16.8
521210103,Chaumont,Centre-Faubourgs-Sud,19.0,15790.0,20890.0,27220.0,11600.0,37550.0,71.5,29.4,6.9,7.3,1.2,4.2,1.9,-15.1
521210104,Chaumont,Faubourgs Ouest,13.0,17840.0,23040.0,29900.0,12840.0,39110.0,77.3,28.0,5.0,5.7,1.2,3.1,1.4,-16.0
521210201,Chaumont,Tassigny,11.0,17880.0,23010.0,29210.0,13660.0,36970.0,68.6,35.5,5.5,5.0,1.4,2.6,1.0,-14.6
521210202,Chaumont,Lafayette,7.0,18890.0,23390.0,29030.0,15010.0,34680.0,52.2,53.1,6.0,3.1,1.2,1.4,0.5,-14.4
521210203,Chaumont,Robespierre,31.0,12720.0,17990.0,23130.0,9480.0,30430.0,55.8,37.0,4.5,14.4,2.5,8.6,3.3,-11.7
521210204,Chaumont,Castelnau,25.0,13650.0,19170.0,24030.0,10370.0,29860.0,64.5,31.7,3.3,11.4,2.3,6.9,2.2,-10.9
521210301,Chaumont,Val Anne Marie,16.0,16030.0,22470.0,30210.0,12440.0,39790.0,68.2,32.5,9.1,6.5,1.7,3.4,1.4,-16.3
521210302,Chaumont,Val Barizien,25.0,13750.0,18490.0,24810.0,10350.0,31010.0,52.8,41.6,3.8,12.5,2.6,7.2,2.7,-10.7
521210303,Chaumont,Pershing,55.0,10490.0,13290.0,18690.0,8390.0,23580.0,46.9,30.6,2.3,27.6,5.8,15.6,6.2,-7.4
521210304,Chaumont,Brottes,13.0,18000.0,23210.0,29520.0,13200.0,36950.0,58.7,45.8,5.5,4.8,1.2,2.6,1.0,-14.8
522690101,Langres,Secteur Sauvegardé,13.0,17350.0,22820.0,29920.0,12830.0,39660.0,69.6,33.8,8.0,5.1,1.0,2.8,1.3,-16.5
522690102,Langres,Les Faubourgs,9.0,18390.0,23670.0,29610.0,14550.0,36070.0,70.1,35.4,5.6,4.0,1.6,1.7,0.7,-15.1
522690201,Langres,Ouches,37.0,11900.0,16120.0,21680.0,9350.0,29370.0,59.6,33.5,3.1,14.4,3.4,8.0,3.0,-10.6
522690202,Langres,Turenne,45.0,11370.0,14560.0,19960.0,8910.0,25340.0,48.6,35.5,2.1,22.1,4.9,12.1,5.1,-8.3
524480101,Saint-Dizier,Vert-Bois Nord-Ouest,29.0,13130.0,17340.0,22860.0,10640.0,27500.0,56.6,36.8,2.7,13.5,4.6,6.2,2.7,-9.6
524480104,Saint-Dizier,Vert-Bois Ouest,49.0,11080.0,13870.0,18090.0,8680.0,22280.0,48.1,28.2,1.4,28.7,4.9,16.7,7.1,-6.4
524480201,Saint-Dizier,Centre-Gigny-Noue Est,25.0,13900.0,18130.0,23110.0,11190.0,29030.0,46.1,47.8,4.5,11.6,2.1,6.7,2.8,-10.0
524480202,Saint-Dizier,Centre-Gigny-Noue Centre,17.0,15430.0,21210.0,29920.0,12030.0,42020.0,69.3,28.7,13.3,7.4,1.7,4.0,1.7,-18.7
524480203,Saint-Dizier,Centre-Gigny-Noue Nord,19.0,15100.0,20300.0,26990.0,10930.0,34960.0,61.4,39.1,5.7,7.6,1.4,4.4,1.8,-13.8
524480204,Saint-Dizier,Centre-Gigny-Noue Sud et Ouest,17.0,15550.0,20700.0,26510.0,12000.0,33600.0,62.6,36.7,7.0,7.1,2.5,3.6,1.0,-13.4
524480301,Saint-Dizier,Étang Rozet-Tambourine Ouest,21.0,14750.0,20320.0,25480.0,12030.0,32190.0,63.3,35.1,4.8,9.1,3.1,4.4,1.6,-12.3
524480401,Saint-Dizier,Clos Mortier-Marnaval Sud,13.0,16030.0,20960.0,25990.0,11800.0,31290.0,56.9,44.0,4.3,6.6,2.1,3.2,1.3,-11.8
524480402,Saint-Dizier,Clos Mortier-Marnaval Nord,15.0,16530.0,20850.0,25700.0,12450.0,31910.0,57.0,43.7,4.2,6.8,2.4,3.4,1.0,-11.7
530540101,Changé,Rive Droite,7.0,20100.0,24840.0,31470.0,15280.0,40750.0,72.1,30.4,9.4,3.9,1.9,1.3,0.7,-15.8
530540102,Changé,Rive Gauche,5.0,21260.0,26630.0,33840.0,16130.0,45630.0,70.6,33.7,10.6,3.0,1.7,0.8,0.5,-17.9
530620102,Château-Gontier-sur-Mayenne,Centre Ville,12.0,17280.0,22770.0,30280.0,12920.0,41450.0,66.5,30.7,13.6,5.1,1.3,2.6,1.2,-15.9
530620103,Château-Gontier-sur-Mayenne,Route d'Angers,17.0,15450.0,19890.0,24980.0,12120.0,31210.0,52.3,44.8,6.4,8.1,2.5,3.9,1.7,-11.6
530620104,Château-Gontier-sur-Mayenne,Bazouges-Centre ville,9.0,17480.0,22290.0,28170.0,13970.0,35780.0,55.4,44.0,9.1,4.8,1.9,2.0,0.9,-13.3
530620105,Château-Gontier-sur-Mayenne,Bazouges-Ouest,7.0,18560.0,23330.0,29240.0,14850.0,36650.0,69.3,31.2,9.1,4.3,2.0,1.5,0.8,-13.9
530620108,Château-Gontier-sur-Mayenne,Faubourg,19.0,15000.0,20230.0,25900.0,11160.0,32330.0,60.8,33.2,8.8,8.8,2.2,4.8,1.8,-11.6
530620201,Château-Gontier-sur-Mayenne,Azé,7.0,19020.0,23170.0,28060.0,15080.0,34950.0,66.2,34.4,8.9,4.1,2.2,1.3,0.6,-13.6
530620202,Château-Gontier-sur-Mayenne,Saint-Fort,7.0,18820.0,23610.0,30700.0,15260.0,39730.0,63.4,34.4,12.9,3.4,1.9,1.0,0.5,-14.1
530840101,Craon,Ouest,16.0,16020.0,21260.0,26390.0,12250.0,32860.0,57.8,40.3,8.3,6.0,2.2,2.5,1.3,-12.4
530840102,Craon,Est,13.0,17340.0,21890.0,27540.0,13010.0,35760.0,59.5,38.9,9.7,5.0,2.0,2.0,1.0,-13.1
530960101,Ernée,Sud RN 12,14.0,16310.0,20930.0,25620.0,12290.0,31530.0,62.2,36.1,8.0,5.9,2.0,2.7,1.2,-12.2
530960102,Ernée,Nord RN 12,7.0,18080.0,22290.0,27430.0,14380.0,34860.0,63.9,35.0,10.5,4.5,2.0,1.7,0.8,-13.9
530970101,Évron,Est,13.0,16880.0,21050.0,26010.0,13150.0,30990.0,48.0,49.9,7.7,5.5,1.9,2.5,1.1,-11.1
530970102,Évron,Ouest,17.0,15410.0,19840.0,24500.0,12060.0,30520.0,52.2,45.4,5.9,7.5,2.1,3.8,1.6,-11.0
530970103,Évron,Centre et Écarts,12.0,16900.0,21900.0,27460.0,12990.0,34760.0,65.5,34.0,8.0,5.7,2.2,2.3,1.2,-13.2
530970201,Évron,Châtres-la-Forêt-Saint-Christophe-du-Luat,7.0,19260.0,22770.0,27470.0,14980.0,34360.0,78.9,24.9,6.9,3.5,2.2,0.8,0.5,-14.2
531300101,Laval,Centre Ville Rive Droite,17.0,15880.0,22680.0,32750.0,11010.0,48670.0,79.1,24.7,13.0,5.3,1.0,2.8,1.5,-22.1
531300102,Laval,Gué d'Orger-Dacterie,21.0,15310.0,20570.0,26980.0,10710.0,34620.0,66.0,33.1,7.2,8.2,3.1,3.4,1.7,-14.5
531300103,Laval,Les Fourches,37.0,12400.0,16680.0,22040.0,9440.0,28400.0,57.4,35.5,4.9,12.8,3.8,6.0,3.0,-10.6
531300104,Laval,Haute Follis-Saint-Martin,9.0,18750.0,23570.0,31010.0,14390.0,38950.0,67.1,37.8,7.9,4.1,1.3,1.9,0.9,-16.9
531300105,Laval,Bel-Air-Beauregard,18.0,15550.0,21770.0,30580.0,11650.0,42830.0,72.2,25.8,11.2,6.7,1.6,3.4,1.7,-15.9
531300106,Laval,Crossardière,10.0,19170.0,27440.0,36220.0,13770.0,52770.0,78.2,23.5,15.6,3.2,0.8,1.5,0.9,-20.5
531300107,Laval,Gare-Senelle-Pont de Paris,15.0,16870.0,22360.0,29000.0,12150.0,37700.0,71.3,31.7,6.5,5.8,1.4,3.0,1.4,-15.3
531300108,Laval,Centre Ville Rive Gauche,12.0,17790.0,23920.0,31760.0,12900.0,42540.0,71.8,32.3,9.3,4.6,1.0,2.3,1.3,-18.0
531300109,Laval,Avesnières,17.0,16220.0,22240.0,30570.0,11270.0,39510.0,63.0,34.4,13.9,5.9,1.9,2.6,1.4,-17.2
531300110,Laval,Saint-Pierre le Potier-Bois l'Huisserie,10.0,18940.0,23850.0,29520.0,13730.0,36980.0,75.9,25.7,9.0,4.9,1.9,2.1,0.9,-15.5
531300111,Laval,Le Bourny,7.0,19210.0,24360.0,29840.0,14800.0,36350.0,53.0,49.6,6.7,4.3,1.6,1.8,0.9,-13.6
531300112,Laval,Grenoux-Ribaudières,13.0,16930.0,22470.0,28910.0,12930.0,38200.0,76.2,26.0,6.4,6.1,2.8,2.1,1.2,-14.7
531300113,Laval,Hilard,21.0,14730.0,19650.0,26650.0,11330.0,35030.0,71.2,27.3,6.1,9.3,3.0,4.2,2.1,-13.9
531300114,Laval,Pillerie-Bootz,6.0,20890.0,27020.0,34740.0,15960.0,47090.0,61.5,27.8,26.6,2.8,1.2,1.1,0.5,-18.7
531300115,Laval,Les Pommeraies,35.0,12250.0,16310.0,21540.0,9240.0,28420.0,66.3,25.4,3.4,15.4,5.8,6.5,3.1,-10.5
531300117,Laval,Pavement,47.0,10840.0,14260.0,19100.0,8830.0,24300.0,62.2,22.4,2.0,21.7,8.0,9.1,4.6,-8.3
531300118,Laval,Murat-Mortier,33.0,12520.0,16720.0,21410.0,9510.0,25950.0,61.5,32.2,2.2,13.9,4.0,6.8,3.1,-9.8
531300119,Laval,Kellermann,59.0,10540.0,12960.0,16430.0,8130.0,21430.0,51.3,24.4,2.6,28.3,9.2,13.2,5.9,-6.6
531300120,Laval,Thévalles-Chartrière,10.0,18270.0,23360.0,29170.0,13850.0,36790.0,63.8,37.4,9.5,4.8,2.4,1.6,0.8,-15.5
531470101,Mayenne,Notre-Dame,21.0,15230.0,20950.0,27710.0,10760.0,38000.0,68.6,30.3,7.9,8.1,1.5,4.5,2.1,-14.9
531470102,Mayenne,Saint-Martin,16.0,16450.0,22080.0,28140.0,12010.0,35890.0,68.5,32.0,7.2,6.5,1.7,3.2,1.6,-14.2
531470103,Mayenne,Sud-Est,15.0,16520.0,21820.0,27000.0,12260.0,35650.0,58.2,40.5,9.6,6.2,2.1,2.7,1.4,-14.5
531470104,Mayenne,Sud-Ouest,9.0,19080.0,23370.0,28890.0,14480.0,37710.0,61.2,40.8,8.7,4.3,1.7,1.8,0.8,-15.0
531470105,Mayenne,Bras-Bretagne-Brosselette-Mauhitière,17.0,15600.0,20870.0,25840.0,11280.0,31320.0,50.5,32.1,24.4,6.5,1.5,3.5,1.5,-13.5
531470106,Mayenne,Nord-Ouest,9.0,19050.0,23770.0,28210.0,14520.0,34500.0,62.2,40.8,6.4,4.3,1.7,1.8,0.8,-13.7
531470107,Mayenne,Nord-Est,10.0,18470.0,23280.0,28780.0,13840.0,35650.0,65.8,35.8,7.1,5.4,2.3,2.3,0.8,-14.1
532010101,Saint-Berthevin,Forêt,5.0,20510.0,25110.0,32510.0,15740.0,42690.0,49.5,31.9,33.3,2.4,1.1,0.9,0.4,-17.1
532010102,Saint-Berthevin,Lac,10.0,18100.0,22730.0,28280.0,13890.0,34670.0,69.5,33.6,5.4,5.0,2.2,1.8,1.0,-13.5
541150101,Champigneulles,Centre,17.0,15440.0,20720.0,26150.0,11730.0,31950.0,69.9,30.2,4.8,7.9,1.9,4.2,1.8,-12.8
541150102,Champigneulles,Le Vallon,8.0,19890.0,25720.0,32090.0,14880.0,41740.0,66.8,39.6,5.7,3.7,1.6,1.5,0.6,-15.8
541150103,Champigneulles,Les Mouettes,29.0,13250.0,17340.0,23700.0,10040.0,31370.0,65.0,27.9,4.0,13.9,3.3,7.4,3.2,-10.8
541590101,Dombasle-sur-Meurthe,Dombasle Nord Centre-Mairie,13.0,16830.0,21900.0,27100.0,12650.0,33730.0,74.6,28.4,3.6,7.1,2.1,3.5,1.5,-13.7
541590102,Dombasle-sur-Meurthe,Embanie à la Corée,15.0,17320.0,22210.0,27380.0,11920.0,33620.0,64.4,37.6,4.5,6.5,2.1,3.0,1.4,-13.0
541590103,Dombasle-sur-Meurthe,Crabouilleux Paul Bert,11.0,16710.0,21130.0,25770.0,13580.0,31000.0,71.2,27.4,6.7,7.3,3.0,3.3,1.0,-12.6
541590104,Dombasle-sur-Meurthe,Entre Les Deux Routes Champs Fleuris,9.0,19610.0,24900.0,31050.0,14400.0,37420.0,75.2,30.4,5.2,4.4,2.0,1.7,0.7,-15.2
541840101,Essey-lès-Nancy,Centre Ville-Terrasses d'Essey-La Fallée,8.0,20030.0,26660.0,34330.0,14920.0,45950.0,70.3,34.9,9.8,3.5,1.2,1.7,0.6,-18.5
541840102,Essey-lès-Nancy,Centre Ville-Chenevières-Parc,15.0,17010.0,23090.0,29670.0,12310.0,38350.0,69.7,34.8,5.2,5.8,1.5,3.0,1.3,-15.5
541840103,Essey-lès-Nancy,Mouzimpré Kléber,28.0,13420.0,17960.0,23200.0,9880.0,27870.0,69.8,23.8,3.5,14.0,3.8,7.2,3.0,-11.1
542150101,Frouard,Nord,9.0,18630.0,23650.0,29060.0,14260.0,36430.0,73.1,32.0,4.9,4.2,1.8,1.8,0.6,-14.2
542150102,Frouard,Centre,17.0,15950.0,20950.0,26430.0,11530.0,34090.0,73.1,29.0,3.7,7.4,2.6,3.4,1.4,-13.2
542150103,Frouard,Sud,20.0,14930.0,21060.0,27840.0,10820.0,34580.0,70.6,29.7,5.4,8.1,2.4,3.8,1.9,-13.8
542570101,Heillecourt,Centre,5.0,23320.0,30100.0,38980.0,17540.0,50880.0,72.7,34.6,10.5,2.4,0.9,1.1,0.4,-20.2
542570102,Heillecourt,Ouest,7.0,20230.0,25630.0,32430.0,15080.0,40540.0,61.3,45.5,5.8,3.2,1.3,1.3,0.6,-15.8
542570103,Heillecourt,Est,7.0,20960.0,27100.0,34870.0,15560.0,43860.0,68.2,38.9,6.2,3.6,1.5,1.5,0.6,-16.9
542630101,Homécourt,Petite Fin,19.0,15160.0,20180.0,24800.0,11090.0,30160.0,60.6,32.3,9.9,7.3,2.5,3.6,1.2,-10.1
542630102,Homécourt,Grande Fin,15.0,16010.0,20770.0,26930.0,12400.0,34260.0,64.6,29.0,11.6,6.1,2.2,2.9,1.0,-11.3
542630103,Homécourt,Centre-Gare,29.0,13080.0,17400.0,22460.0,9830.0,28550.0,62.0,25.7,8.7,13.3,3.1,7.2,3.0,-9.7
542730101,Jarny,Jarny Est et Sud,11.0,17220.0,21890.0,27770.0,13580.0,34080.0,64.1,34.8,8.7,4.8,1.8,2.2,0.8,-12.4
